Username,comment
Sam Kae,Utajua haujui......ODM iko na wenyewe.....unless ukubali kua ng'ombe
Festus Cherono,Utajua ODM ni kusema nn .... Kuwa mpole upangwe si ulikuwa kwa srkal juc Nini ikakuleta kwa ODM sasa
Bella Clare,They least they should do is to refund your money..... ama umeambiwa kiendacho kwa mganga hakurudi ngo??
Jacob Matakwei,Chapa Mzee orengo chini
Babaa Kato,Toboa baba Siri nzio tunasubiria tupate content
Peter Karari,"Chama ina wenyewe yawa, ukarao upeleke hukooooo!"
Boko Ronald,What's it called UDM!??
Ngugi Waiganjoh,Umesifu Raila citizen juzi kama Ni baba yako...look at you now
Catmosa Cates Kates,"Msilete makasiriko hapa ya  kimwarer,odm tuko tayari owino wewe Linda wanainchi"
Benado Owize,Independent nyale owino
Mann Joash,Hicho ni Chama cha baba
Tom Makhama,You'll make UDA the most popular party na hii ujinga. Mambo bado
Dan Gor,Hivo ndiye kunaendanga kwa ground
Diana Mbaye,Siasa unaingia polepole.Tengeneza ground for 5yrs then you can enter under any party Olago Aluoch style.
Ouma Nick,Bwana wewe hata ingekuwa ODM imekunominate wewe!! Singekupea kura yangu
Trojans War,Ungeenda kama indipendent candidate ama ungeunda chama chako
Artur Chiri,jusi ulikua unaropoka kwa interview kuhusu UDA sahi unalia.
Kimani Jack,Hawaogopi wewe ni karao
Vincent Mutuku,"Hizo ndio siasa sasa... Aliacha kazi mzuuuuuuri akaingia politics, ajikaze"
Horace Ongili Omolo,"Remember that 'individual', as you call him, is the most known son of Siaya, after the death of Argwings Kodhek. Sasa fanya heshima."
Nyerere Onditi Collins,Furahia kupangwa round hii hata wewe
Patrick Kariuki,Ulizoea kuambiwa yes na washukiwa ukiwa askari....saa hii uko kwa siasa hata bado ujatusiwa na upigwe na hakuna kitu utafanya
Alex Kimutai,Kama wewe umetupwa na wewe ni chaluo..OWINO...kweli hapo ni kusimia
Samuel Cuezwell,Odm ina wenyewe
Dee Masikah Jimmie,Odm Iko na wenyewe we ni visitor kaa kwanza wakupange
Korir Izoo Kipro,Welcome to Kenya kwanza
Joseph Kamande,"ulikuwa na mdomo sans ona hivyo, Kila wakati ilikuwa Uda dooh topic of us day Sasa Anza kuongea za odm"
Kazungu Muramba,"Owino, Pambana na Hali Yako pole pole: what did you expect if you father is not know?"
Kavutha Juliet,Kunakuanga hivo kama hujui
Franc Xavier,Mkuu huku inje lazima ukubali kupangwa ama urudi polisi.
Collins Kungu,Wewe kwenda Kabisa....Kweraaaaaa
Benard Nyasaka,Kucha pole pole wewe
Benja Shujaa,Uko chenye kitatokota mungu ndie anaye njua. Watu niwengi na wote wanataka wapewe nafasi.
Michael Kamau Gathigi,But you get your money back plus 50m Kama token kwani iko nini
Conny Con,"Ogopa One dangerous man,"
Esther Waga,Aende kwani  iko  nini  hatakuwa  wa kwanza  kuenda  msitustue na  nyoka  amekufa with or without  him baba the 5th🔥🔥🔥🔥🔥🔥🔥🔥
Lynn Amani,Huyu ni Owina mmoja ule police spokesman? Eeeeih na malipo yake umeanza mapema Aki. Sasa hata kura ataanguka
Ronald Oriama,ODM inawenyewe.....🤣🤣🤣🤣
Nyish Jully,Hivyo ndo kunaendanga
Millicent Aseyo,Wololo owada🤣🤣
Njamba YA Ruriri,Imagine kuna jamaa alihamia plot yetu December na saahii ndio ananiuliza bafu ziko side gani
Morebu Alexander,"Alikuwa karao,sasa ni samu yake kuwa bullied. Huyo haendi mahali."
Jannie Cruiz Adkinyi,Wewe Lilia hukoooooo
Hussein Diyar,Utajua hujui danse pole sana
Josphat Okemwa,Sasa umeanza
Bony Nyabwala,Sasa in siaya u want to outshine Orengo for the governor seat..Are you normal? Serikali ni kubwa n pesa utarudishiwa
Shah Hamisi,vipindireee
Everline Akinyi,Utajua ujui hi ni Kenya bwana
Samantha Njeri,Mkiabiwa ODM ni Mali ya mtu binafsi hamuski ulizeni Wanjigi.
Simon Washindu,Ungeingia UDA
Belinda Slah,Ungefanya hivo bila kuambiwa
Nkoitoi Nkoitoi,Boss wewe omba Kura wananchi wacha kutuchafulia chama
Man Tosso,Sooooooo sad.... hata senior cop anaconiwa na tendawili.... Raila Tapeli....
Austine Ochieng,Pesa ni iboduokno bed mos...party nigi wegi
Arap Kalya,Tanga tanga kabsaaaa
Albert Omach,"Ungeenda hata UDA ukitaka mkuu, we don't deal with backstabbers."
Pius Munyambu,Rudi kwa police officers  watakuchagua
Nicholas Opondo Alego,Owino umetumiza 2013 2017 we can forgive and never forget
Benard Otieno,"Ruto tosha, raila walo kodwa"
Jared Ogak,Heri wewe uko na pesa.
Constaiñ Ade Austiñ,Karibu UDM mkuu hapa ni wachapa kazi tu.
O'coom EV'ans,C huyu owino alikua anatetea police jaluo wakiuliwa...we have orengo
Erick Moturi,"Watu waende nominations, wa kupata apate."
Clemo Amore,"Ulitupiga 2017 Nairobi ulikua unataka nani akupee ticket ya ODM,zoea governor wako mapema James Orengo."
Denn'z Mwendwa,"Ulizoea kpeana orders Sasa ngoja upangwe Kama mandizi,,,,, power is temporary"
Kaka Suleiman,ilikuwa to utosheke utoke kwa pesa urudi kwa pesa msaliti wewe atusauingi
Kipyegon Gideon,Ulifikiria ODM iko na democracy
Victor Obonyo,Wewe bado bro
Peter Maritim,Kuja uda
Situma Wa Situma,As long as pale juu mzee apigiwe kura
Denzel Mona,Hii ni ujinga why step down....odm ni ya wenyewe kura iko na wana nchi
Jose Anointed Riungu,ODM areg goons!! Na bado!
Dennoh Bett,Nimeskia homabay pia kidero kaungua after wanga kupewa tikiti🥴
Gumba Bruce,Orengo...
Morris Mwenda Son,Karibu home Kijana
Laban Kamau Josh,Gordon Opiyo kuja hapa
Mutuerandu Mwirigi,Azimio la ukora.
Ian Ianx,"Odm si kwa kikosi bwana, hii ni chama ya familia."
Joanne Cherono,Waaaaah kuja tu huku Kenya kwanza hatuna Io maneno ya step down for someone feel freeeeeee to come 🤸🤸🤸🤸
Ustadh Malik,Usitukumbushe body bags wewe
Chuor Nya Taita,"I can have sympathy for Gumbo........ But Owino, NOOOOOO............ Huyo jamaa alitutesa sana akiwa police"
Peter Muema,Tulia Upangwe
Sean Sam Muthee,Direct ticket nomination ndio itamaliza ODM party
Vj Sheriff,ODM ni chama ya familia banaa😂😂😂
Sosy Msemakweli,ODM Iko na ukorofi mingi
Nyagemi Shem,Hapo umeenda huwezi
Bon Blaze,"Mbele iko sawa Jatelo.... RAO ok nyal witou, koso nichwade Teargas CBD ndalocha??"
Enock Osimbo,Karibu kwa siasa afande!hehehehe
Lenny Nikeson,Atajua siasa sio polisi
Omar Shukri,Jecliyaa!!!!
Wakaara Kaara,ODM ina wenyewe
Shikali Chicharito,Umeanguka mapeeema
John Adagala,Go back to vigilance house hi ingine uwezani usiwache mumbachao kwa msala upitao
Thomas Justine,Mnaambiwa hamsikii!!
Ng'a Maa,Kojoa ulale na ata hio ya UDM you won't get any seat...Nugu.
Lucy Ndunguh,iyo ndio assmio ya kuzimia
Czar Wafula,Huyo ataanguka mpaka achoke
Wilfred Moriasi,ODM is a scam # iko na wenyewe
Bonface Mwangi,Hivyo ndivyo kunaendanga Owino umeanza kukafeel mapema
Edward Kibor,Pole comrade
Shiks Shikoh,Udm ndo gani
Gracah Gracious,Iwalo
Federesian Krystal Kirui,Self interest for the boss ........wonyoge hatuna nguvu .....
MarkBriton Shoriri,Odm haitaki kujua Kama ulikuwa police spokesperson
Caren Odiyo,Ulikuja kwa haribu you could tell that you are going for nomination uliweka Chama mbali baby pendo
James Okello,ODM SHOULD RETURN THE NOMINATION MONEY TO YOU  MR CHARLES. HATUTAKI UTAPELI!
Jerono Misoi,Siasa Ni tamu aje💩💩💩
George Nyaribo,He thought atatumia kifua
Blaize Elvis,"Askari atajua hajui,"
Prince Paul Peace,Sawa bas .... Usilie 🤣🤣🤣
Steve Nyungy,Omer!!! Orengo pod pek.
David Tha King,ODm iko na wenyewe bro kuja UDA
Leonard Bii,Ugeendelea tu spokeman ya mafolisii
Joseph Nyamari,ODM wameanza kulimana wenyewe
Francis Bore,So hiyo ni kitu ya kulia kwli..he knew ODM is family business now anakuja kulia .someone to wisper to Robert Alai
Jamal Shak Jama,Yaani hata hawatambui umekuwa boss juzi tu alafu unaambiwa ustep down😂 anyway that's ODM na iko na wenyewe 😅
Bill Hopkins,Odm is Raila's property
Kevin Ajojo,Huyu karao anadhani hizi vyeo ni hongo
Swale Mdawida,Huo ujinga ndio umemaliza Odm Taita Taveta county
Duncan Pamba,Bure kabisa kumbuka teargas
Hillary Cresent Cresent Makari,Sasa hiyo ni ODM mtajua hamjui
Rashford Junior,"Democracy zero kwa ODM,,gumbo anaweza sasa"
Dancun Donalson,Ndo ujue Raila c mchezo mnafiki tutastafisha mwaka uu
Mwanzu Paddy,Machoos tu
Felix Bett,Pole sana mkubwa omba kazi mapema kwa Willy.
Odera Risper Awuor,Kama mbadi alistep down we ninani
Kariuki Njuguna,Unachoma bana
Smat Sam,Rudi kwa force
Rashid Kibwana Habibu,Towa risiti tujue ukweli
Freddie Ibuuri,Siasa sio kazi ya polisi.
Samson Charles,"Do they refund the money,? Ama kiendacho Kwa mganga mwenyewe hakirudi."
Junior Korir,Azimio la utapeli
Jacky Steven,Aendee kabisaaaa 🙋
Erickson Ndamba,ODM tulieni mpagwe tu...sisi hatushughuliki
Mwajumah Andy Nick Xanty,Safiri salama
Awala Daniel,Hiyo ulitoa chai
Samuel Maina,"ODM for raila family jubilee for kinyatta family  ,join UDA chama Cha wanaichi"
Keru Stephen,"Ulipeleka kiherehere ya polisi huko , utajua hujui"
Cheruiyot Rop,Is there no refund? Ama chochote kiendacho Kwa mganga Raila hakirudi?
Mosh Juma Odips,But Bado hutamake to be siaya's gabana owada...
Amufa Chris Amufa,We told him that politics ziko na wenyewe hakusikia.
Stephen Mule,Malala kakamenga
Muyale Jomba,Huyu ndye alikuwa akipiga Raila n teargas
Menza Wada,Odm sai n chama cha ukabila
Geoffrey Nyamweya,Punguza meneno
Fiddyy Born Reborn,"Hao hao watu ulipiga teargas ndio unaexpect wakuchague daah,"
Humanitarian Scientist Moi,UDM ni gani tena🤣🤣🤣🤣
Abedi Sango Sango,Huyu jamaa Ali support kupigwa kwa supporters wetu 2017
Dennis Masega,Uliwapiga teargas ukijificha Kwa serikali Sasa pewa vidonge.ODM hawabembelezangi mandume buana.
Mike Ben,"Owino moove, moove"
Teresa Maina,Si huyu alikuwa police spokes man
Moses Kirui,"Vyama vina wenyewe,uliza Jimmy after using billions"
David Daniel Ole Churu,"Question, si deadline ya kuhama ilipita? Ama kunaendaje hapa?"
Edwine Okuge,Orengo idhi yombi mana kakane oyomb ja ODM ugenya constituency
Chris Maxmilliano Oduor,An amor gi Siayawa
Linet Kiveu,"Ulifikiria siasa ni Kama kwa police, utajua hujui😂😂😂"
Cherono Lorna,Na Bado mtahama
Georgetown Ithe Wa Twana,Atajua  ajui  this is ODM  not  police  force
Githua Anthony,Babacare
Emmanuel Mulongo,U will know odm iko na wenyewe
Jemoh Reziarezia,na uliresign kimalamala
Messi Kenneth Oloo,Kanyaga kubwa kubwa
Otis Otis,Joparty oluoko obila yawa
Kevin Amakaka,You didn't know iko na wenyewe!!?
Onduso Chris,If you can't step aside for papa orengo just go in peace buana acha panganga kijana
Cyrus Muregi,Uliza karonzo atakufafanulia.
Eric Mcabong'o,Sasa tufanyee???
Chase Kazungu,UDM ndio gani tena...😒😒
Willy Pozee,"Joluo ofuwo Sana,,Koro Magi gik ma onego owach ne ji!!!"
Kimbage Kimbage,Owino moved to UDM kitambo Sana
Odhis Ja Chelsea,Wee ulidhania Chama ni police force??? Tulia upangwe baba
Apollo Wainga,Character development msee....zoea
Dominic Doc Korir,Uyo ni Orengo anapewa ticket for free
Côřnė Kïbĕ,😂😂😂..siyaassss... ☺☺☺☺
Rodgers Adera,"Where was he when the ""individual"" was building the party?"
Derrick Oyuga,Gumbo-Owino toshaa
Bramuel M. Joseph,Na bado..
Patrick M Home,All parties in Kenya zina wenyewe....
Edgar Allems,Wenye chama wameamua kukunia ju ya meza
Jose Mbugua,huyi ni ORENGO
Stevo Vosti,Utajua hujui hii sio Police where you you used to comand...
Oliver Omondi,Odm waache ujinga.. Siaya en Gumbo
Simon Mburu,Hao no wakora
Mimi Wenu Aggrey,ODM iko na wenyewe kina Fiat Antenna. Wanaamua ni nani anapeperusha bendera
Billy Wuod Nyaloka,"Flowrence Ojwang do you know anyone who knows anyone that knows anyone who supports this party,?"
Milly Adhiambo,"Hiyo ndio consensus, Ungeenda independence then if u are not satisfied ?"
Lastborn Macotung,"I can't vote for Orengo ata na dawa,heri hio Kura yangu ilale nisipigie ata Raila."
Roselyne Mbaisi,Mosheeeeeneeeeee
Manuel Kiptum,Rudi kwa police no future in ODM
Karoli Otieno,"Owino hakua wakati tulikia kwa streets tukikula tear gas,anataka kudandia tu kama Mat."
Kennedy Oyamo,"Sema tu unaogopa Orengo jimmy,,,,,"
Omoigwa Bwabagetutu Thomas Ondari,ODM iko na wenyewe!! You are an intruder!!!
Maxine Nh,Udm ndio uchumi gani tena 🙄🙄
Steve Pasta Ke,Yaani mnafunika hadi forithi
Sue Shiro,"Hahahaaa,,,,, Mtalijua 'G'......"
Janeman Jackson,Watu wa Kenya Kwanza... it's UDM not UDA...🙄 🙄.
Purity Ireri,UDM NI
Madonna Cedrick,Wewe Owino....hata ungepata.  Tafuta polisi huko siaya wakueleza siasa ni nini
Muchiri Man,Na bado
Mwalimu Omayio,Gordon Opiyo. Peana ushauri kwa huyu ndugu wa kwenu
Toroitich Kiprotich,Uliaja kazi nzuri ukaikia politics
Bongo Bongo,Huku utapangwa
Kimutai Rotich Diouf,Ikas munja😂😂
Calvin Carl,O-dinga D-ictatorial M-ovement  😂😂😂😂😂😂 Wamekulatu pesa yako namna hivo?
Makokha Fanuel,Zawadi ya Raila. U could have moved to another party early coz  u saw Odinga family emerge in.Kule ujeuri wenu na ODM.
Climate Monyonjo,Wambie wakuregeshee pesa yako
Duncan Meshack,Na bado
Harrison Anyango,Kulia lia kama mtoto
Umwigidzi Sir-George's,Police spokes person.... Ulituangushia Teargas kwa ODM haha
De Luke Fredy,Hata haungepata
Zultan Farah,Wewe hujui Raila Kumbe?Thank your God your nomination fee will be refunded coz ungepeleka huko upolisi wako ungepigwa vibaya sana na men in blacks.Wanyita mundu?
Dewan Pee Pee,Huko ni ovious mambo Iko tu hivyo raila is everything from mca to president
Kenneth Ayoma,Enda uda
John Sawe,"Charles Owino my friend I feel for you ,I know you as a mchapa kazi,lakini hii sio poa"
Kevin Wamala,Now my boss sasa atafahamu chama ya odm iko na wenyewe
Bryan Curtis Thimba,At odm watu nikupangwaaa 😁😂😂😂😂
Timothy Samuel,Zile teargas mlitupiga aki...
Kamau Sonpaul,Unaruka  matope ya odm unakanyanga pupu ya udm... another man down 🤣🤣🤣🤣🤣
Kevoo Ngeno,But mbona akataka odm akwendeee uko
Kamiri Mbuthia,Odm na Karau ni same thugs meet  ur match
Mwikya Boniface Vundi,ODM ni scammers tu
Hellen Shiundu Yiembe,Uliambiwa na cheragei kwa citizen tv ukalenga story
Stephano Awino,ODM imeanza ile kitu. Emomiyo county makaluo nichien
Allan Lugivia,uku njee Ni moto
Gilbert Njoga,Sasa mbona unaharibu wakati yet you can't win by all means
Enoch Wa Lugari,Tumezoea hizo vitu wakati wa nomination
Freddy M Freddy,Nyathini to koro ne dwa Chung ang'o?
Jusper Tubei,Otm tawee😂😂😂
The House Girls Village,"Mnachomea Charles Owino Wahongo ""Siaya County Governor 2022"".   Why say FORMER ASPIRANT?"
Napode Xavier,"Wewe si Jaluo Kamili,"
Waiyaki Woud Siprose,Wewe kwenda uko you killed our children and mother's
Vin Kimtaizz Limo,ODM=RAILA=NYANZA
Mbarak Bausi,Ndio tukusadia vp 😄 🤣 😂 😆 😄 🤣 😂 😆 😄 🤣
Sultan OG,Siasa
Denza Denza,Si ungekaa kwa serikali tuu wacha ujinga nkt
Zachary Sagom,Wuod Jakom Ougo owaduni ne wasenene gi malo kucho
Dare Kamau,So tufanye nini kuhusu hayo
Geoffrey Migiro,Ungeenda UDA kubaf ii
Anaclet KE,Hatujasahau teargas omera
Kenny Mutulu,Nani amekuliza
Platnum Hess Hesborn,Odm n ya mikora na matapeli  no truth in the party
Stanslaus Kimanzi,vote for Ruto to ashame democracy in ODM Raila atajua.
Ovo Best Deals,Tapeli at work
KE Joseph,Odm 🐍🐍🐍🐍🐍🐍🐍🐍🥺
Fred Elegwa,Oscar Malenge sasa pia hii ni mimi nimesema
Mdarisi Danieli,Kabla hujalala Pasta Wetu......🤣🤣🤣🤣😂😂😂
Hillary Kip's Bwalei,Unataka kusema hukujua ODM iko na wenyewe?  psulwali
Felix Arogo,"You killed many luo's while you were a police, we can't vote a killer, dhi kabisa iyeokuot!!!"
Edward Momanyi,David Asanyo unaona democracy
James James,In Odm Rao choses his people whom he wants and you can't go against his wishes There is no democracy in Odm because  the party BELONGS TO railas family. Pole sir OWINO
Peter Oti,That's you're democratic right bw. Owino but remember that your going nowhere with UDA. First of all do remember what you did to NASA supporters after 2017 election??? We can forgive you but we can't forget... Anyway good lack
OJ Jakablack,"For Baba to win, ODM must lose several seats in Nyanza.✅  Kura ya Rais ni Yako. Huki chini hatukutambui."
Ongoma Ogambo,"ODM doesn't work with snitches who participated in maiming it's supporters.  Personally, I can never vote for a police officer."
Kevin Otieno,Odm is the only party in Kenya that never learn from the past mistakes.... bure kabisa...odm lost most of it's seats bcz of this behaviour they have started a gain.... bure kabisa!!!!
Ngoru WA Beth,I thought you said you will listen to the elders during the interview
Maxwel Muigai,Welcome to lakeside party where goons govern
James James,Mr OWINO  that's how POLITICTS looks like  And there is no way how you can win any elective seat in luoland . For your information Odm is railas property. Afathari ungepaki Kwa  police force.
Fovour Baraka,"ODM has their  own people that benefits themselves after winning the Election, nothing else,It could be fare ,OBURU  could not be fighting for Senetorial at age of 90"
Michael Tag Romney,Unaona Marshal Tito
Jacob Shivachi,The fighting in siaya like 2013 is being avoided they had to bring rasanga who was not even contesting
Ronnie Thadayo,Simon Kuria Okoyot Okutta Ben
Gee K'ochieng,"Charles owino you really didn't fight for us from Luo Nyanza when we were being killed by Police in 2016, 2017 2018 and you Outrightly dismissed us , now you want our support,  Hell noooooo!"
Collins Tomno,ODM doesn't have democracy..it has never had
Makinda Mogendi,"ODM nominations have always been flawed. ODM did the right thing this time. Do independent research on popularity of candidates and then settling on the right candidate. In Kisii, ODM will do very well this time. The Governor is already determined despite opposition from the moneyed guys. Money has always been an obstacle to democratic processes. Other parties are doing the same."
Gabriel Mwanthi,Policemen are hated to the fullest.You can't be accepted anywhere near nyanza leadership.try business in hiding but with representatives.ukitokelezea hawatanunua.
Neymann Ranjøz,"Azimio la Umoja is the most democratic coalition in Kenya. All parties forming Azimio are democratic, unless you have been paid to taint our name!"
Shujaa Humphrey,Gordon says never expect democracy in ODM
Savula Juniour,Hiyo high way yenye imetengenezwa kuingia Bondo kuna watu watalia mwezi wa nane.Ni msafara wa magari ya wabunge wajaluo kurudisha Raila nyumbani mara ya mwisho.
Mike Ondiala,"Vile ulitutesa ukiwa sijui nini wa polis,huoni"
Alffonce Cheruiyot,"Sir, you joined a party of conmen it will hard to refund you"
Painkiller Ya Kienyeji,U are too young in politics uku sio forces
Felix Kipkosgei II,Respect the orders from above my brother
Erick Bee,ODM is full of dictatorship and favourism
Dennis Kirui,We used to follow order from above during your regime you can now feel it oyoo follow order from above step down🤣🤣
Vincent Adjai,Hiyo ni chama ya Ruto hatuwezi kukuchagua nayo.
Emmanuel Adalas,You Led to killings of Luos during Maaandamano Time you used to order Police to shot and kill  You will go nowhere
Manuél Kones,This is what @Gordon Opiyo says wacha day
Joe Jnr,Orengo akwende huko mbali
Ombech Paul,Just arrest whoever ordered you to do that☺️
Collince Oginga,Navile mulitu piga wakati ya election waaaah atanishi kumbuke
Enyuku Julie,Matatizo ya ODM ya 2013 yameanza tena
Charles Oluoch,During your time as the ungeandika vijana kazii Kwa police kutoka kwenu wangerudisha mkono
Mc Jec's Odera,Wht should I do about it?
Winnie John,Ilikua lazima ufike media? Ungehama tu kwa kipooole mpatane kwa debe
Lemuna Lemuna,Chai na mandazi
Favoured M Angel,No Democracy kwa part ya mganga
Asii Nyar Mwalimu,😂😂😂😂😂
Anne Anne,😂😂😂😂😂😂
Stayrich Mwamra,William Samoei Ruto PhD For President 2022
KD Bryan,🤣🤣🤣
Asbelinho De Lagato,🤣🤣🤣
William Ouma,How i wish Jakom could be focusing on the  big seat and leave these other small posts for voters to choose for themselves.If i were him i would focus on the presidency and ignore the other dramas.Anyway Gumbo tosha Senator Orengo failed in his oversight role and its only fair that we don't reward failure.
Peter Ndungu,"Where raila is there is violence,,unfair,,maadamano,,mawe,,wizi....."
Peter Ndungu,"Where raila is there is violence,,unfair,,maadamano,,mawe,,wizi....."
Peter Ndungu,"Where raila is there is violence,,unfair,,maadamano,,mawe,,wizi....."
Fredrick Anayo,"Team up with Gumbo! You will win!! If ODM will not listen to the cry appeals from the people of Siaya, then even voter apathy is another option!!!"
Khalif Key Ibrahim,"Is this the arrogant cop? Kudos ODM for avoiding this idiot,he should consider joining kenya kwisha alliance that place fits him so well."
Maingi Ben,"This party has a sour orange democracy, no real democracy at all!"
Sky High,thats how we felt when u sided with rouge police officers...
Benard Otieno Ochieng,"ODM is not a democratic party, mtu kama Mimi sipangwingwi, I'll vote for their opponent including the presidential candidate."
Kisaka Emmanuel,the D in ODM stands for Dynasty
Erick Odemo,I support u fully. We can’t continue electing idiots who can’t deliver coz of a party. The likes of Aduma in Nyakach are doing zero work.
Gilly Bett,"""asked"" is too lenient. FORCED!."
Rabuor Bourne,Am asking  Again  what have you ever done for ODM?
Love Ncare,Welcome to the world of politics
Kijana Mzee,After April nominations many ODM aspirants will be defecting to independence. Unless you become Railas cow like kina juneth ndio upate ODM nomination ticket.
Joseph Kithinji Young,Nepotism is real! Raila anataka familia yake yote waongoze Kenya!
Cindy Nyar-Alego Siaya,Ok
Chege Kuria,Usipangwe.
Fred Odongo,Si alilipa na pesa ya bribes.. giving back to the society
Antony Wambua,Anaenda UDA huyu 🤣
Brian Ayiemba,Odm party for slaves.
Dê Generali,Odm is a dictatorial party
George Momanyi,Odm theatrics
Wilfred Odanga,Party loyalty must be rewarded 🚶🚶
M'mukindia M'ikiara Ciomwere,ODM= Orange Dictatorial Movement
Melton Ole Nina,ODM is a private kiosk
William Kingpin Bore William,odinga democratic movement
JayJay Waziri Karuoyah,Welcome to politics
Kimutai Kenny,ODM is someone industry
Erick Mirikau,Odinga Democratic Movement...  Now you understand.
James Guchu,"D for ""Democracy"" 🤣🤣"
Jacque NyarMordy,Referee alimeza firimbi😂😂😂 But my vote goes to Hon.Gumbo
Kipchirchir Samoei,Odinga dictatorship movement (odm)
Ostrich Nyaga Nyash,UDM????
Benado Owize,We want obado to vie for President
Joseph M. Jasmolin,Davest Mc'odira petty politics
Journalist Kevo KE,That's what ODM is
Gerald Wambua,OMD they are goons
More Sta Far,🤣🤣🤣🤣
Elijah Gitau,ODM and democracy are  enemies
Tess Nyambura,"Kujeni niwapee Faiba lines for free ...it's very fast , affordable and doesn't matter uko wapi  With 50 bob ,you get 1 GB."
Vallaria Bioreri Gisemba,Selling prime plots call 0723221934 for viewing and booking. From 450k to 10m
Peter Maina,𝑰𝒇 𝑰 𝒘𝒂𝒔 𝒚𝒐𝒖 𝒆𝒗𝒆𝒏 𝒚𝒐𝒖𝒓 𝒗𝒐𝒕𝒆 𝒇𝒐𝒓 𝑷𝒓𝒆𝒔𝒊𝒅𝒆𝒏𝒕 𝒄𝒐𝒖𝒍𝒅 𝒄𝒉𝒂𝒏𝒈𝒆 𝒅𝒊𝒓𝒆𝒄𝒕𝒊𝒐𝒏.
