Username,comment
Cathy Caicey,😅😅sasa unakuna kichwa
Benjamin Munyao,Who was to benefit ? Si ni wewe tu. Kumbe ni ukweli ulikuwa na nia
Isaac Bigboss,When. Tell.  Ukweri
Christine Achieng,raila alikuwa na wajumbe  wangapi ?
Shamiru Mwanika,Munajifanya ile news ya mam ida odinga mukusikia bure kabixa nyinyi
Davi Davido,Only a fool will believe in what Ruto is saying Leo tumejuwa Ruto ni mwongo sana
Laurine Mukasia,Uyu mtu aki
Wakilonzo Rnk,Ruto 5th
Climate Monyonjo,Wacha kutapatapa. Hiyo sympathy haiezi fanya kazi
Fallen Acillam,"Is it a must to mention Raila,pambana na hali zenu"
Deej Bright,Kwa hivo unajua hio story 😗🤷
Wuod Nyandhoya,It's you Ruto wacha kusumbua Rais
Reuben Oyolo,We Acha zako
Mike K Raymond,😂😂😂😂Alaaa..
James Muritu,"Ruto once claimed that raila reached out to him for a handshake before the president, he always claims aliweka uhuru kwa kiti sijui n kiti gani ni yeye aliekwa deputy and always says uhuru ni mlevi he is the one who runs things always overstating you're importance and even the president hakukuanika kwa rally he deals with real men behind closed doors endelea kulia uongeze sympathy votes"
Red Mack,Alisema hivyo kweli? Ujinga iko hii Kenya!
Winnie Fridah Welomba,Huu ndio waraka uliofanya wayahudi washindwe kula na kunywa wakati ule!
Moses Muia,My friend kukaribia sio kufika
Kipkorir Titus,Uhuru i think amerogwa
Mpole Wao,Hivo ndo miti Zinateleza adi mwisho
Manuh Kims,Ruto can't be president of Kenya Ata jeshi wanajua huyu mpaka 2040 😂
Ponde Joseph,Oliskia wapi 🤣🤣🤣
Ben Wa Belgut,Mganga mzee is the one
Mogita Simion,Kwenda hukoooooooo sugoi we know you
Samuel Njoroge,So ni ukweli
Moses Kimathi,LOOTALL AWACHE KUTUMBEMBA UJINGA...MEIZI NI MWIZI😂🤣😅😆
Adams Langat,Facts...kwani ni kitu ya kuficha
Edith Emerikwa,Unapenda jina ya Raila as thou u are brothers 😂😂
Tony Odek,If Raila wanted to impeach Uhuru then Ruto becomes president?Elimu haimalizi ujinga
Kephas Unruly,Rutooooooo tosha 💥👐🏼
Muadh Salim,Hili jamaa ni jirongo sana hayo ndiyo mienendo ya watu wabaya wa ovu.
Kelsen Maingi,Enyewe🙉🙉🤣🤣
Levings Levy,Mwalimu Wa Dunia ambia huyu jamaaa huu si wakati wa kulaumiana😅😅😅😅😅
Dave Dave,Mbona hukuambi Uhuru kitambo saa  hii angekua amechukia Raila
Betty Elly,Whenever I think about DPS mentality I'm worried at how he takes all other Kenyans... Its as if we are all fuuliisshh in his eyes... As if we can't perceive anything...
Mike Aduda,"""Raila wanted to impeach Uhuru so that he hands over power to me""~~William"
Mentor Furaha Benny,"If it's Raila who wanted to impeach the president, You as his Right man and close friend why didn't you notify the president..."
John Boss Anyande,Then how was Raila to benefit from Uhuru's impeachment?
Peter Oti,"So you mean Raila was the one who wanted to impeach Uhuru;;; but my question is bw. Arap ,,,,who was to benefit of or from that impeachment???"
Patti Cool Man,"Uhuru deserve it , he should be impeached ☹️"
Babake Caxton,KUMBE ata SERIKALI yenye Ruto alipindua ni kuiba WAIGURU..🤣🤣🤣🏃‍♂️🏃‍♂️🏃‍♂️🏃‍♂️🏃‍♂️
Miller Otieno,"But if uhuru had been impeached it would have given ruto a direct walk to the seat according to the constitution 🤭,so my question is by impeaching Uhuru what would have raila benefited in ? Let's come clear here fellow Kenyans !! Let's identify the truth hear may be ruto is right,or Uhuru ,or even raila .But we want to know the liar."
Anthony Freshmalah,"Ruto by campaigning for the last three years was indirectly undermining the president and setting him against the voters by portraying him as incapable of leadership and therefore should be impeached or overthrown, sisi siwajinga."
Virginiah Wanjiku,Raila anapiganisha Mr president & DP taking advantage of the situation coz hawako pamoja
Victor Maronga,"Ad mmeleata raila ndani nyinyi uhuruto, emekono"
Crucial Jons,Raila? Just for you to take presidency?
Musinya Shivachi General,Tutajuaje
Pio de Soro,Huyu amerukwa na akili
Brightone Ouma,"With all due respect Mr. Promises, you are bad for this country. I really pray hard the system does Ile kitu wanajua kufanya. You are evil, desperate, and angry/bitter. You are not good for Kenya, not today, not tomorrow, and not in the future."
Pat Ru Lawrence,Hahaaaaa
Austin Mungai,Austin Mungai
Jr Mirrors,😂😂😂😂😂
Michael Nyambu,🌚
Castro Opiyo,😅
Cedrick A Biketi,🌳🪓
Collins Koyo,😂😂😂
Alfred Ongeri John,Wajinga wamebaki uda majority of kenyans wako na akili
Wanga Morris Vincent,To whose benefits Mr. Ruto
Wiper Ombongi Hon,Should have been impeached •He has brought Kenya downy
Favoured James,"Miguna Miguna who swore in Raila is supporting Ruto. Birds of a feather flock together. Ahmednassir is also supporting Ruto,Waiguru and Rigathi."
Bern Munir,"Nonsense, it would have been impossible for Ruto to do his campaigns if Uhuru did not help him"
Easin Miya Easin Miya,But impeachment wouldn't end Uhuru's life unlike bringing down his jet in Eritrea 🤦‍♂️🤦‍♂️
Rabah Eddy Ahija,How did Ruto know Raila wanted to do so?
Benson Walela,"And the law when he initiated unconstitutional BBI, disobeying court orders and other related issues"
Afrikan Mike,Who killed msando between u & Uhuru?? why & where??  Seems like the truth can now be told
Mutunga Stevo,"Very funny guy😅😅😅 just carry your baggage, after the handshake, uhuru made a legacy with Raila."
Ageorgyzm Amollo,Tapeli
Suzzie Benjamin,Mmmmmmm but Uhuru is not mad
Ham Enoi,Hio ni Back to the Sender
Jira Mwenyewe,For what gains
Peter Dancan,Mr.power hunger
Orembo Jacob,"So uhuru is mad,,"
Brayoo Wiseman,Ruto is confused
Njeri Anjeline,Stop that nonsense.
William Ouma,So Raila wanted to impeach Uhuru so that Ruto takes over lol😂😂😂
Zipsy Ndush,Philemon Liech kumbe unaenda muchene hivo
Zipsy Ndush,Philemon Liech Hii haitatufanya tuingie Azimio
