Username,comment
Politician Fanuel Papanoo,Politics is not about fame...ata village elder hawezi pataa
Geoffrey Kariuki,Cattledip chairman
Muraga Gilbert,Women rep wa kiambuu county
Satatu Junior,Haka kajama hua kananisinya sana.. you mean utambo your blood cousin unampea ball then unaruka majukumu plus unamkana mtoto. Hanakuja hapa hanatuambia eti wajesus..
Belinder Akoth,Women rep🤣
Ken Kunde,Woman rep or MCA
Robby Kem,Ask ur wife..ndo anakujua poa
Jared Momanyi Bw'Onkangi,Sofa seat
Wellbek Dun,Women Rep
Eve Ben,Women rep
Tabitha Njeri,Woman rep
DJ Guchy,Women Rep
Sonniah Sonniah,😂😂😂😂 politics not for you
Sammy Njoroge,Women rep lakini round hii hatutaki wamama
Scola Rushell,"Ask ""my love """
Agie Eric,Youtube utaachia nani ????
Ivy Wambui Kahatia,Kuuza mboro mp
Glo Lyn,chair man wa ciumbani can fit u wrll
Njeru Abraham,"Politics si ile moshene mnakuanga nayo na kushinda mkishikana shikana,"
Tabby Sam,Simama kwako president
Kevin Bìvòñ,"Cabinet secretary  of hammering, eating cousioniology"
Alice Wairimu,Wom rep
Leah Joel,Woman rep in ur house
Jeff Sairo,"None of the above,just sit down"
Jocyline Philip,County senator
Kulundu Mkufunzi Wao,Mca iko sawa comrade wote wako uko
Eunice Wacera,Rest in peace😢😢😥am on free mood can someone pls tell mi ni nini imeua huyu celeb😭😭
Mark M Max,"If you don't even know what you want, leave it."
Mary Njere,Women rep
Dona Bosy,You are joking
Nyambura Kinyanjui,Actually I did read to the end ni emoji ya micheko nimepost let me fill my mind with crap
Moses Okoth,Women rep
Jayjay Ndombi,None
Katembo Aumah Mercyline,Who is that shouting women rep shuwally🤣🤣🤣🤣
Bonny Cruz,Kiambu Women rep.....
Jack Kirui,Women Rep
Roxxanah Nyambura,Sofa suit
Mungai Wa Thang'wa,Women rep
Kings Da Sheriff,Jesus rep
Steve Wetindi,Nairobi Women Rep 👍🏾
Carolyne Shaviya,Women rep
Mercy Mxoo,Aciname kwake akiaguka  ackiliwe n bb yke
Joseck Zakari,Chairman wa nyumba kumi
Faith Kagwe,Kwanza a panguze make-up
Jacky Vapri Gibson's,The one you are sitted on.
Zydie Vincent,"Enda tu Jerusalem,"
John Wills Njoroge,Maranga Njoroge come see 🤣🤣🤣🤣🤣🤣🤣
Gikah Dorry,Kenpoly
Moniq Muya,Wacha nifikirie
Mercie Kubai,Nominated mca
Titus Miena,first Children's home
Babra Winsley,Just the one in your sitting room
Suzzie John,Women rep
Justus Munyao,Women Rep
Magua Ndungi,You will fit well in any  seat politics is full of drama
Ntwari R. Adeodat,Women rep
Yator Felix,PA wa ngirici
Tabithah Kamande,Comments though
Rachel Muthama,none
Mamake Constance,That's the beginning of failing
Stephen Chege,Chairman wa city hall
Range Tingo,Mafisi Democratic  Alliance(MDA)
Wanjama Wa Nelius,Your sofa seat
Sharon Nashipae,"Woman rep, anakuaga na umamaa"
Dennoski Apolloski Openjiski,Poltics is not youtubes views..I REPEAT..POLITICS IS NOT YOUTUBE VIEWS!!!
Say Mutungi,Prefect wa kwako
Osoo Mentor Creme,Village elder
Mmbaya Jef,Women rep...
Geoffrey Omach,Class prefect
Wilson Boaz,Church chorister
Kemboi David,Womem rep Kiambu county.
Linus Mwambia,women rep with Cousins party of Kenya 😜
Jack Son Jack,Women rep Nairobi
Michelle Wamula,"Pole tulia, bado hawaja weka position ya representative wa incest."
Denza Denza,Women rep Murang'a county
David Dkm,Seek kingdom of heaven first. The others later🤭
Shiro Mercy Anthony,Shifo
Ustadh Dè Gèneral,Beverages and Incest Relationships (BIR)
Winnie Mideva,Women rape
Levy Wanyonyi Wanjala,You have not decided otherwise this question would not arise.
Esther Ndunge,Women  rep
Carol Okoth,"Look at these celebs,followers inawadanganya eti mnapenda🤣🤣🤣🤣we follow you for udaku"
Christine Nyambura,Toilet seat
Phillip Omondi,Woman rep si mbaya sana
Muthoni Maina,Just concentrate on Hi guys this is the ....
Ajuck Silas,Women rep
Mnyazi Wairimu,You clearly have no idea of what politics entail.
Sophia Njuguga,Muceneneko
Charity Nzioki,Senator ndio Hawache kua mjamo
Sonie Mutwiri,Kameoga na make up
Kadogo Assumpta,Women rep suits her
Leah Njenga Njenga,Broker ya wendo
Ronoh Kiplangat Phil,Udaku council of Kenya chairman seat
Erick Mururu,Join your brother
Governor Mylas G Scottfield,Chairman nyumba  kumi
David Davie Davids,Simama kwako ukifail uanguke bedroom
Carlpena Carlpena,CHEPURUTO  look good with you
Bryan Obwocha,Who is ur Adviser young man?? We Don't care
Lizz Sheznah,Women rep
Wuod Nyamwalo,Simama chief area yenyu
Mahlon Aimoh,Chairman of the cattle dip
Jane Shee,Women Representative 😒😒😒😒
Peshy Adiva,Women rep
Milka Mueny,Hapana wewe kalisha tu my roooove
Hannah Nyambura,Na venye huwa na showoff na kihererehere mingi
Victoria Vicky,Kama wewe mwenyewe hujui sisi ndio tutajua?
Hannah Nyambura,Na venye huwa na showoff na kihererehere mingi
Collins  Muriuki,Women rep
Hanii Hanuna,Women Rep
Marshel Nernit Oyier,"Seek the salvation first, mano kasinde man"
Mwas Mwas,Vie for bedroom ya kwako
Wanderae Gabriel,Women rep
Denis Wanzala,Wewe kiti unafaa ni ile stool ya jikoni.. u can represent your wife there ukipuliza moto.
Martin Okumu,Likuru
Phylo Ranchez,Women rep
Liz Beth,Women rep
Teresa Kuria,Simama kwako ... Politics achia wazee
Maria Wahito,Women rep
Muthoni Chege,Women rep Kiambu
Mimmy Mwongeli Cylviah,Kuja tuchemshe soda instead
George Straight,Chairman wa cattle dip
Gachigi Wa Mwaura,Huyu awachane na politics aendelee kuzunguka dunia vle amezoea
Eddah Cheruto,Politics hautaweza na hiyo umama
Sharon Sha McKenzie,Umama
Fridah Kagendo,Mca tambaya
Elizabeth Matata,Ile pride unakuaga nayo huwezani na mbunge
Dave Mokembo,Cattle dip chairman
Queena Leonida Sanaipei,May akisimama na kuketi ama akisimamisha. Hawachane na siasa
Purity Ng'ethe,Kiti ya muhaicani
Marion Njeru,Chama ya kasins labda
Rose Wanjiru,Lea familia kwanza.
David Davie Davids,You serve public or you also want to steal
Lommie Ochieng,Dihori
Sebastian Abas Sebahz,MCA maternity ward
John Gitau,Kabi wa judas ..vie for mp judea constituency in jerusalem
Namulanda Katimi Landa,Women representative
Aswani Moses Zecko,Unfortunately we don't have an incest post
Reeshy Gich,"Shetani akiona umeanza kuinuka kiuchumi anaanza kukunongonezea vile unaeza pata kiti cha kisiasa,resist that devil."
Abdirahaman Rajab,Ask your cousin women rep wil work for you
Timothy Mamai,Head of vikojos and vidinywa republic
Lizzlaura Lila,"Means he lacks inner drive,,it comes with a post my fren,it's a calling ..."
Benjah Njoroge,County Women representative......
Uvee Missionary,Hio seat unakalia labda
Mercy Kalua Nyadzua,Mzee wa Kijiji
Lai Purity,"Politics ina wenyewe .wewe focus na tiktok,you tube.ama urudi ukaimbe bonoko uko ngara.."
Carolyne Wambui,Cousins welfare
Jack Khedirah,I've never like this so called kabi wa woreva
Adam Thoya Balicha Mgiriki,Endelea tu kuwa youth leader kwa deosise ya church bro
Lovella Vj,Women Rep
Alice Aliciah,Billboard chairman
Eden Oscar Mumo,Women rep
Pesh Kiarie,Thank God it's not my brother
Ludah Kimutai,Hawa watu wa nduthi hawananga akili
Ngendo Mwangi Kibicho,Aguzwe tu na gari wenzake wachome hiyo gari...
Mandela Winfreda,"When death needs you, it can give you false confidence.... Now what is that...."
Jane Kamau,He should be arrested he is endangering  his own life and of other users
Rosena Simiyu,Alaf akianguka ati tumchangie angaa wot natuko na wazazi tunafaa kisaidia
Musa Munene,Huyu akili imefunikwa na helmet.
Omwoyo Ruth,Very risky i tell you but bado nacheka
Elvin Nyar Urinda,Ujinga tupu
Siyanwa Musa Kiongozi,National Transport and Safety Authority The Kenya Police  kazi kwenyu.
Brayern Owino,Hii n bangi ya Githurai
Sam Kamunya,Very stupid.
Chris Ngige,U will get what you want thats what i can say
Barry Woodhead,What a twat
Sylvo Chiz,Sikika ROAD Safety
Annasitacia Nzilani,Anataka kkufa n kua watu wengine juu uyu tu anaeza kuconfuse kidogo evi io n accident
Juma Josiah Juiccy,I ddnt watch the whole video  because I dont wanna see nightmares. Did he die? Or fall?
Grace Ainea,Rip
Doreen Risper Atiti,Mark Omondi Okello umeona huyu?
Nimoh Nims,Huyu already amechoka na life😆😆😆😆😆😆😆😆😆 he's risking the other road user's important lives
Felix Obwoge,Dare devil
Wahome Jay,Akikufa atazikwa kwao
Robin Munyao Jnr,😂😂😂
Doreen Wasike,Maisha Ni yake we shukulika na yako
Ahmed Naji,Sikika ROAD Safety
Winne Fragim,"Some people hawatumii akili zao mzuri,huyu mtu akijaribu tu agongwe na gari,utaona vile wenzake wa duthi watatokea wakisema mtu wa gari ndiye alikua na makosa,nkt"
Kenyan Candy,Bhangi🙄
Oj Otaka,Kigonyi
Floridah Gakenia Gitonga,This is the silliest thing I have seen in 2022.
Vio Justins Jv,Huyu saa moja haitafika kabla ashikwe
Kios Vinny,When dead keeps calling!
Mish Nimoy,Do not smoke a ride
Doobiez Nandwa,"This one is a good example of someone who has already given up with life,, to him life is meaningless"
Dawuud Husain,This guy need to be arrested.  He is also risking other peoples life
Iminza Josephine,Huyu amechoka na maisha
Masika Ligan,Bhangi🤣🤣🤣🤣
Don Aroji,Wonderful 🎉
Sharon Onyango,Upuzi
ᛈᛖᚨᚲᛖ,makofii!!
Maureen Lesiew Leteipan,That's A MILLION WAYS TO DIE!!!!🙆‍♀️🙆‍♀️🙆‍♀️🙆‍♀️
Florence Karimi,"thika road really,must be along tassia next to pipeline area."
Kevo,I really disappointed that this video did not end as i hoped. Death is so lazy these days 🚮
Baba Jonte,Huyu ni umalaya ako nayo🤔🤔
Sarah Wanja,Maybe he want to commit suicide
Jeremiah Aongo,when death is calling
Joy Nkatha,Ako na familia anajali kweli?
Elizabeth Nyaga,Uyu agikiri muguruki aki
Sharon Sharo,He's almost done
Ticha Nyambu,It's  fun until you hear paragasha buuu twa kuf... inabaki kua nikama video ni kana drama
Tony Antoh,America is talent in kenya he want to die
Mum Fabian,Uyu anataka kufa
Joy Maina,Cantona Ken how safe?
Abdul Garane,Hiya bhanigi too😁😅
Jacob Nyaundi,Very unsafe he should be arrested for causing security to other road users or even to himself
Jemimmah Mutheu,Makofi kwa wakambaa😂😅
Seif Moha,Nani aweka Mafuta na mkono Iko juu
Emillie Munene,"Just from kitui land,testing the waters..."
Simon Kiruiru,Hii n bangi dandora......
Scott Scotch,Haikosi ni mwenye alikuwa amebeba mbuzi kwa mgongo
Hellen Dorothy Awuor,Harri Kewel
