Username,comment
Evans Nyabuti,"Those friends are standing by him now that you are against him, you stood by him alone because you dint want other friends near him."
Kimani Gitau,Kafukuswi i thought Uhuru has only one vote
Bonfacemutinda Mwanzia,"We are tired of your stories , move on ,uwachwa achika ma fred , tell what intend to do when elected ,unajiagusha Sana,"
Stephen Omutanyi,"He should stop crying now. Even Mutua stopped crying. As men we pass through a lot, but we move on and forget what's behind."
Liech Radhanja,Ruto you were bought in 2013 @ 2b. That's  why Uhuru has held up his head in disregard to your candidature because he knows he owes you nothing!!!
Fred Awino,"When the alligator comes out of water and says that the crockodile is sick we must believe, cos they both stay in water so Uhuru knows you than we do."
Timothy Theuri,Come up with a new narrative to gain votes not that you supported Uhuru. You the same people saying Uhuru has one vote yet you seem to be bitter about him not you. Give us your track record and from it we decide to vote you in or not. Leave Uhuru out of this or you will also answer some questions we have for him
Bundi Franklin,LETS TALK ABOUT IT SO THAT WE CAN KNOW WHO UHURU IS
Charles B G Ouma,Strategically. As the Manchurian Candidate!
KonkiRunda MpendaLily,"Move on bwana,  move on kabisa you have Mudavadi , Weta and Moses Kuria aren't they enough,  then you are also the Mt Kenya Kingpin"
Peter Wa Mwandawiro,"Jesus said, I have choose the 12 of you (Disciples) yet one of you is a Devil! After 34 years in power, God has çonfused the people from the mountain! By the time they are back to their senses, it will take another 50 years to capture power again. We see the 34 years + the 24 years of Moi in our economy today. I am happy and sure someone from another tribe can take over from where we are today. I give God all the glory. Amen"
Tony Msindai Tonio,You claim to be a democratic.  How could there be a competition if NASA supported Jubilee?  Sometimes you have to think before yapping.  And by the way si uko na namba ya Uhuru umpigie badili ya kutangaza.
Wycliffe Asuga,Even Raila stood with you when nobody was around you
Cde Maruko Nyatara,"With a payment of 4B, 50% of government positions and DP position anyone could have stood with and by him."
John Wachira,"What about the7 billions you received to support him, with half of the government posts, support iwe buree, hypocrisy of the highest level"
Gerald Omondi,"We ulijiaribia Mwenyewe, how can you overthink to overthrow government"
Blacs 039,Unataka aku support wth yo yap yap mouth full of lies😀💪
Patrick Otieno,"Kumbe ata one vote ni more important ,see now the way people are crying and tujaanza kuzunguka mountain, where is Atwoli to remained sigoi people kuendelea kukata mit"
Godfrey Wandera,"Man up and fight to market yourself instead of lamenting. I thought you know the bible says, ""cursed is he that trusts in man"" ama wewe  husoma bible ipi? I thought you should know"
Mungai Mungai,You are wrong mr. Dp . You stood against him.
Ezekiel Mumu,"Don't cry foul,you didn't sustain the spirit,to the end,you failed to endure, tolerate,show loyalty obedience support,and left after the first term,all is your own doing,now nurture the present situation, alone,God for us all."
King Mazale,Standing by him doesn't opine you to misbehave as he watch.
Sunchezz Kibz,Even uhuru stood with you when you had no one to be associated with you....ulifukizwa ODM na pia jubilee umefukuzwa..i think u have a mentally problem
Genga Joshua,"Hey can you please give us a break of hoo I made u president, hoo I stood by u, I campaigned for you please it's high time u gave us ur manifesto rather than this lecture to the president, we are tired."
Ben Bos,I thought you being 'Dr' should be aware that repeating one thing everytime you become boring.
Bonny Sparks,Huyu atalia ka mwanamke hadi lini? Uhuru ditched you because of many unavoidable reasons so why don't you let that go and fight for your political career?
Fulgence Obernder,Uhuru helped more than you helped him because you were very poor before joining him. You were only popular in your district but now you brag to be national figure. Just appreciate and move on.
Kim Kim,OUR president moved on to another level with those whose principles HAVE not been modified against money!
Ja Migori,"You did not stand by him, you were brought together by circumstances. You then betrayed the intentions and he decided to distance himself from you"
Odede Kobonyo,"Growth is key ,don't you have weaknesses why capitalise on your other human beings weaknesses and yet they don't talk of yours"
Müm Mwaüra,Tell lt all!! We witnessed that!
Julius Muchiri,Address the president don't say it in political gathering
Joshua Mutwiri Nkubiria,You stood by each other. You still draw the same salary since day one and you live in the same government houses since you stood by one another.
John Gitonga,"Uhuru stood by you when he told Mt Kenya to forgive and move forward, when all people in Mt Kenya were not willing to accept you Uhuru stood with you he moved around Mt Kenya convincing them you are the best to work with and they accepted you as Uhuru's running mate."
Iraya Didday Kamau,"Don't worry my fren thats what politics is all about, no permanent friend or enemy."
Oscar Okoth,Uhuru stood by you and made you DP with powerful ministries(50-50) that you dished to your closest Kalenjin associates bwana Ruto.
Ezzy Mash,Listen to the tone of his voice! He scares me. Huyu! Ahaaa.
Ostrich Wa Kaitheri,You stood by him backstabbing him! Mbwe ino!
Steven Tololo,"Uhuru is using desperate measures to campaign, hiding behind corridors of state house and crying to his mum wouldn't help"
Peter Mboya Mule,The Ruto who stood by Uhuru' ten years ago is not the same Ruto who is today.things have changed in character and power has only amplified his real character well.
Aringo Caryl,"...and much did Mama Ngina give you to support her son? Give us the whole story. A bought loyalty is submissive, and once used can be dumped.  Just go back to the boardroom."
Mose Mose,"Raila Odinga also stood by Uhuru Kenyatta when u planned to  impeached him, delete him completely.."
Mwaramu Sheriff-Nomis,"Ruto is heartbroken, Stop cuddling on you past,move on"
Imbanga Tonny,So what you were in business well paid everyone
Daniel Benson,And they  stood with him when you decided to impeach him
Omwenga Doug,"Stop this nonsense Ruto, even in real marriage break ups and betrayal do happene, you're crying too much 🤣🤣🤣🤣seaking sympathy,, shame on you"
Tito Musyoki,Raila supported kibaki more than you na akamruka my friend
Moniques Danielson,"Haki Ruto can make a good wife, he knows how to mourn, see the way he has been crying for Uhuru who has moved on"
Fred Nyakundi,Wacha kulia it's going to be tough ukiwa opposition
Nominated Governor,Ruto was paid for playing his part awache makasiriko
Josh Lesiamon,"You should differentiate friendship and leadership,you were his friend but he saw leadership qualities from another man"
Charles Miguanga,Even raila stood with kibaki his father also stood with kenyatta wacha kutuletea bana
Dennoh Diaby,"The Ex who has refused to move on,i thought you brags alot about having God and people.you should not complain, Majority of us who have brains understands what happened and what will happen in future.we will not entertain you this time round,we are going to put you where you belong soon.."
Winky Winrose,Is it confession  time? I also queued  for 5 hours to vote for you but when i applied for  helb loan i never received  it
JM Wainaina,Don't worry somei we who supported uhuru knows that. And we will pay for it coz you deserve it. Those accusing you majority supported BABA and they can't understand . We were told we will le down like envelope but ww ukasema noo...... Tukagua nawe uriri akorwo nikuo ukagua
Boniface Otieno,Friends were still doing their official duty.
Oscar Malcomx KE,"No permanent friends nor enemies in politics its all about interest,when will Ruto understand this phrase!"
Victor Otieno,You are becoming too much! Accept and move on my frien
Prince Spencer,"For that reason he had to support you at all cost,hata welding huwa inakatwa na grinder"
Afzal Ali,"The president will be remembered,he has aname ,given chance he can make presidency rotational to all tribes,why are you bitter,you got slots and gave everything to your kalenjins,unafikiri wananchi watasahau to he hivo?"
Awuory Mum,In politics there is no hate how do you know that uhuru hated his opponents? No parament enemy in politics . Stop throwing tantrum everywhere you go instead  tell people your  manifesto.
Milly Adhiambo,Enough of the book of lamentation people were helped n betrayed  since 1963 immediately after independence my friend
Julius Wemali,Then you later on decided to overthrow him...my Friend stop this idea of looking for sympathy votes...tafuta kura kwa kuuza sera kama wanaume wenzako
Matthews Matthews,"2002,2007,2013&2017 Raila has been against Uhuru even now it's uhuru forcing himself to Raila"
Ma Faraja,"Your support wasn't for free, that's not the definition of friendship"
Nelson Wachira,Stop wasting your time trying to beg mr president who moved on..kwani hujawai heartbrekiwa? This bitterness of yours cannot let you be the next president my friend
Warurio Ngari,Victim card player... Didn't Lootall know what he was doing would have consequences...carry your cross
Tiley Kirwa,"Don't blame him Mr Doyen even yesterday Kenyattas family was having general prayers, they said demons and bad omen are surrounding them..."
Steward Jairus Lee,And they stood by him when you could not!
Hillary Okech,Arap mashamba we are not fools you were given money to support him
Pius Muthama,"Utashindia ivyo mpaka lini yo have nothing to tell Kenyan your manifesto is uhuru ,Raila kwenda kabisa you pretend to be soo smart in politics I just need to remember you we have seen many powerful politicain in tis country you are not the first one and you will go nowhere just ask advice from Raila."
Dens Oino,Unless you change your political tactics Mr ruto. You can't be telling us of one thing now and again... People do meet and make new friends each and every day.
Noel Murandisi,Heee! You are complaining alot Mr Man
Gatimu Bob,pretenders are worse than murderers.
Bethuel Rator,This man stood by some  billions to support uhuru
Bonphace Ouma,That's what most couples undergoe during divorce despise the number of children you sire or investments you made during entire married period.
Mercy Muthoni,All that is in the past....wachana na hiyo but you have learnt a lesson. Uza sela zako sasa. Good luck .
Shiundu Shiundu,"Stop lamenting our able opposition leader you are on the right track, begin forming your shadow government ."
Dorcas Natasha,"Hio nayo ni ukweli. Ruto would campaign for you even in your absence and now that it's his turn to be supported by u unamgeuka. Enyewe asante ya punda ni mateke, never trust anyone on earth. 🚮🚮"
Gathecha Wa Warui,"Decision already made to support Raila Odinga and no amount of insults, belittlement and mockery will make President Uhuru Kenyatta rescind that decision."
Franc Samuel,And now because they have grown in to big boys they want to send arrogant leaders to destroy our team. Kweli watu husahau.
Sam Mwema,Nothing annoying than having your deputy compaining for 10years.... Uhuru has been working alone all along... The deputy was busy harvesting enough money & planning how to succeed him.... What a shame
Dennis Kamanu,"By gone are by gone, I know and you know very well you were paid na ukapewa ½ of the government"
Gemini Mwangi,We all make stupid mistakes... Ruto's support for Uhuru was one of them...
Justine Kebut,"The naked truth, the Judas of today"
Esther Nash Lai,This galfriend is really heartbroken
Afzal Ali,"Desperation,yako kumi,yangu kumi this is tribalism,what ayou preaching?"
Benson Otieno,"I think every kenyan have now known that you stood with uhuru..,next story please..."
Rodgers Denga,You're crying foul!!why can't you accept the situation and move on..
Steven Steam,"You stood very well yes but ulianza kumaliza jubilee pole pole ,,,you made an opposition inside the government of which you were a deputy president"
Felih Ben,"Wether he supports you or not you will make it,Mr Ruto"
David Oloo,"That's political blackmail, just move on and tell Kenyans why you want to be president. In politics, there no guarantee that one reciprocates, it's about interest so cry not the son of kamagut ."
Blëššëd Eväñčë Õ Lästië,Even now we stand with Uhuru when his close friends like you are running away
Blessings Sam,Uhuru has no regards but we don't blame him we blame Raila probably he has destroy our president since fake handshake the president totally changed and scattered all his close friends including MPs who were elected by Kenyans
Collins Som,Move on this is politics bwana
Daniel Kimiti,Uhuru sort you when you both needed to hang together or be hanged separatetly .You both needed each other.Wacha uongo that you helped Uhuru
Erick Kebeka Omari,"Even the ones on your side never stood with you , remember Weta and Madvd were in NASA, it's change of time and politics, Kila mtu ucheza ka yeye brathee"
Otushee Danls,Move on bwana DP. Stop forcing yourself on the people who no longer see any value you add to their lives.
Nderitu M Simon,"Dp you ran well,what hindered you from obeying the rules,that led to your disqualification."
Dennis Kariuki Blessed,I wish this social media are shut down  till September
Mike Mike,He told him the truth and we all know that
Relaxed Man,I was born with you when nobody decided  to be your brother...Ruto says😅😅😅
Daniel Gichura,Uncle William don't mind.Kenyans are with you.God is with you
Johnston Omutuku,"Hehee!In my dialect we say ""n'nambwo l'lwananga owomusiele!"" Accept and move on!We ""militia men"" tuko tu sawa."
Lolade Paul,"I stood by you too before you started abusing my president, what you didn't know is that there are people who love him, and am one of them."
Steve Kisio,"Talk to him directly, after all you have his number 😉"
Paul Nicholas,Your love to president Uhuru Kenyatta perish in 2018 after getting another beloved brother from Nyanza . Move on with your mudavadi
Samuel Muriuki,Uhuru saved you. To us u burnt people in kiambaa church
Wuod Nyakach Kogero,Uhuru name has replaced wheelbarrow in Ruto agenda
Larius Adie Young,Bwana unatafuta kura ama unalia??? And who told you to stand by him??? ...Tell us your manifesto not Uhuru and Raila everyday....Tell us what you want to do for us because the bottom up has failed before you are even elected
James Muthoka,"We are tired of this narrative, accept your fate and move on."
Philip Chianda Ja Nyamware,Ruto is a very bitter X..he should accept and move on
Patrick Okeyo,"He could have as well sat by him, stooped by him"
Charles Keya,He even stood by kibaki than you
Sam Billies,Greedy greedy of power
Sk Njiiri,You went there to take half of the government not to help Uhuru. He did not win and you left for Sugoi. I am not that stupid
Shannon Thoiyani,"Loyalty is key, you weren't loyal."
Rose Amady,"You had a common ground, 'partners in C' then."
Ismael Martin,Inauma sana but itabidi uzoee. No one has ever backed his king maker. Even baba will betray Uhuru
Cynthia Chibai,Standing for someone doesn't mean they will do the same for you.
Samuel Wamalwa,"leadership comes from God not from the one who support you bro, so don't fear for anything sir G  who know you he will stand with you"
Irene Nashipae,"Atleast you now feel vile ladies hufeel wakidumpiwa,stop the Lamentations look for votes,the more you lament the more we are happy,it's your time to pay back your evils."
Karanja Kimani,Vise versa.Uhuru is the one who stood with you when we kikuyu didn't want anything to do with you after  kiambaa masacre.
Nikolaikol o'Kasede,Ruto stop crying. You already got your reward for supporting Uhuru. Dp position; half of government and 10 billions.
Andy Mwangi,The guy is angry and bitter. Giving him presidency will tear the country apart.
Maureen Abijo,"this guy thrives in sympathy politics, it was hague mara hustler, dynasty  overpowering him  now  betrayal."
Oulo Gaucho,Lamenting now and then won't help you my friend look for the Votes on grass root. Forget about uhuru and move on.
Joseph Bushuru,Kenyans have come to know real you.  The Real Judas Escariot
Laban Kangethe,Ruto for president come what may.
Donben Trunk,Kama haumini things have changed then you wouldn't be trusted
Phoebe Kaks,"My incoming prezzo is crying for help, chinekeewoom..."
Njuguna Ngotho Wamugoiri,"And that is history that you say we cannot rely on and just focus on the future  ,i mean that is past tense"
Mwaganzori Hamed,Thomas sankara was killed by his best close friend who trusted him 100% so what uhuru says it’s not a lie
Ton Ton,STOP hasira Mr. Ruto .....you have President's number just call and tell him on his ears rather than playing the victim by seeking public sympathy ....we know you !!
Fidi General,Team WSR Strong
Frank Libe Onditi,Stop pleading puga..he also told you to relax siasa bado hukumsikia
Janet Spencer,You boastfully bragged to us that uhuru only has a single vote..why then all this cries and lamentations? Sugoi is your ultimate home.
Ray Muhanji,That was then. You abdicated your duties and preferred to campaign.
Laura Wandera,so you're no longer campaigning? ni makesi tu left right and center
SirPauliss Principal,Assisting me pay dowry isn't a leeway for you to sleep with my wife. I will oust you anytime with anything
Timothy Mburu,😁😁and now someone comes back running saying you wanted to impeach them
Peter Tenwa Ambunndo,ICC made you stand with him! You are still enemies! Wacha kudanganya Watu wakubwa na meno thelathini na mbili! You hate kikiyus! Who doesnt know! You only wamt to use them to gain power! Nothing more nothing less
Samuel Kamau,Even Raila supported kibaki na kikaumana and he accepted the fate
Rasheed Mwanakawawa,The same way he standing now where his friends were
Ochuodho Tom,"If abandoned by your ex you don't accept and move on you're having New friends like Muda Weta,jicho pevu,Aisha and Baba is not complaining accept and move on"
Joseph Oloo,"You never stood by anybody.. Your interest stood by you.... Itvwas all about interest.. You negotiated for your position and in 2013 you were awarded... There is nothing youbare shouting for, you were paid billions given positions... Stop crying like a baby"
Keyym Peters,"It was your interests you were pursuing in UHURU's govt. You were given 50% govt and Dp seat that you are clinging to and can't resign.  Matiangi was right, Sympathy addict here"
Kijana Mpole,why cant you call him direct as you have his number...we are tired of this rhetorics
Amufa Chris Amufa,That was then. Even you are dining with Mudavadi and weta who where nowhere in 2013-2017*
Fredrick Akeyo,Do you mean to say that by doing that you were in the real sense signing an insurance cover? I was told that you have invested in the insurance industry.
Ndungu Karanja,"Ulilipwa pesa ngapi? I stood  by you are just stories, you use people as stepping ladder,after you succeed unawapiga teke. Just like buzeki and others"
Kimathi G Bonys,You refused your job as vice president ukaingia kwa campeni  so don't blame other one
Lydia Nduta,"God will rewards you,never mind"
Alex Ombuya,That's politics my friend wacha kulia lia hapa....who told you that in politics there is a binding agreement? None never!! You decided to outshine your master and he looked sheepish and awkward before the people under you and Kenyans at large...now eat your humble pie and feel it for yourself as the tables have turned againt you... 😂😂😂😂
Milton Micheni,You ought to have stuck with him to the end to justify your allegations.
Alfred Orek,"Even Bill gates divorced his wife of 30 years and she learnt to move on,wacha kutupigia kelele! You said you made him president ,use the same magic to make yourself President!"
Emmanuel Kiponda,In politics nothing is impossible
Mwangi Njuguna,Iebc should Include none of the above on presidential ballot
John Kairu,"Cry,cry,cry...you will get the sympathy votes."
Pkosge Sultan,And that's the truth
Nyarweso JiraniWa Kigomba,Just relax uncle Willy we have something good for you in store.you have won my heart and vote too.route to starehouse is real .
Harrison Kwemoi,"WSR cannot plot to Aust Uhuru Kenyatta, let Azimio look for another lie."
Bisase Evans,Ouru paid you when the friends were not there
Augustine Musyoka,...And all is about politics....who cares
OO Kevin,Ruto is the kind of a man that a lady cannot boot. He'll cry and collect anything he ever gave the lady
Agnes Okwako,he claims to bo on his own but plays a cry boy the same time.
Zedekiah Nyakiti,"DP ruto, and his tanga tanga team who bragged how they have got God and the people on his side is now crying for president uhuru kenyatta's support 😂😂😂the guy whom he did not dare to heed his advice on early campaigns, and working for the people 😂😂😂"
Omondi Okello,You're disturbing our years Kenyatta betrayed Oginga Moi betrayed Sir Charles Njonjo and Saitoti Kibaki betrayed Raila who campaigned for him when on a wheelchair and Iron Lady Karua who stood up for him at KICC Uhuru is now working on you just as you will betray Gachagua Ndindi Wahome etc That's politics
Vicktor Jumaa,"That's life,,, stop crying and move ahead. Life is always unfair at times."
Wuodruoth Wuodruoth II,Raila stood by Kenyans to fight for independence and democratic space he's currently enjoying to dare challenge the President while his father was out there siring children out of wedlock
Davish Davish,My problem is that Ruto was aware of impeachment scheme ..........
Wamson David,He still NEEDS Uhuru? Earth is hard.
Brian James Cross Makaveli,"Lakini sasa, mbona ukuwe cry baby hivi? I hope you now feel the same heat the opposition felt when you ridiculing, torturing and butchering the supporters! Have a dose of your own medicine"
ChiefJames Otieno McOnyango,Stop testimony all the time.....Campaign!!!
Julius Kamau,"Don't take that friendship for slavery,mbona museven don't come to Kenya the way he used to come,Kuna some truth"
Anthony Kyelemi,It's ok but politics change. To be thirst for power is risk for this country. Kitendawili Toshiba.
Ashley Chloe Chloe,Must you remind him all time  You also tried to kill the person you stood for bure kabisa
Devid Omondi,Stand by yourself. We are tiered
Vincent Sego,You stood with him with the hidden agenda now we know
Kate Lynn,Continue crying...😭😭😭😭
Eston Gitau,A real gentleman does not behave this way ! To make the matter worse  insulting  a person who has stood with you four times! What kind of a person can one be ? Surely ! Surely !
Alis Nyamiel,"Life has no guarantees owada ,even your shadow leaves you when it gets dark !"
Miriti Malema Robinson,"Uhuru has only one vote,leave him alone"
Tatiana Gucci Temeki,WSR it's time to move on  now
Aden Mohamed,Permanent interests not permanent friends
Nancy Stephanie,Leave the game plans to God coz we will soon see 👀 the outcome 🙏
Peter Ndalo,"politics has no permanent friends, mr man"
Chok Nyamatiro,Raila never complained when you left him for uhuru
Lincoln Reborn,"Nothing hurts like betrayal,I understand you Mr.WSR"
Lucym Njoki,Dont worry others will stand with you
Ben Mathenge,And we will stand by you our incoming 5th president coz we can see ur friend has forsaken u. Ur good doing Wil no be in vain.
Isoo Isoo,"God is in control, Hustler mpaka State house"
Jorim Joshua Obunga,But you are the one benefits most because you come a millionaire within one few years
Suleiman Obimbo,My loved deputy president move on and join upinzani come August
Eddie Felix Kabasa,In politics there isn't permanent friend or enemy mr. Kimwarer pugah!
Kim Julius,Why keeps on lamenting on every town you go for campaign?? You said many times that Uhuru has got only one vote and hamupangwingwi🤣🤣🤣 utalijua jiji #babatosha #Railathefifth #inawezekanana
Jay Rayree,You were rewarded with a dp position plus half cabinet may be  plus others which are not  privy to commoners like us so don't make it look like you made a sacrifice
Mike Litunda,Friendship is NOT a debt....go help NEW friends....even Musalia was NOT there for you
Job Mehta,He stood with him for selfish reasons
John Ngugi,You have always said you helped Raila to become prime minister and Uhuru to president.Now use the same formula and make yourself president wacha kulia lia hapa kama mmama.
Vincentoramos DE Ozil,"Consolation mode🤣😂😆😅,, The fifth Ni RAO👊💪👈🎯"
Rashid Zelick,Aside from politics and all the allegations at the end of the day it's never easy loosing a friend
Mumo Philip,Your arrogance will take you no where.
Ondarah Cymoh,We are tired with your daily claims on how you supported Uhuru.
James Dhuola,"Someone tell Ruto that time for two tribes to continue dominating Kenyan presidency has come to it's end,Uhuru was clear on that the moment he declared his support for Raila presidency,he has really surprised Kenyans as he had promised"
Kennedy Mutua,Differentiate between friendship and leadership
Abu Raia Mwema,Dear kenyans.  Did you know that Ruto is the best bet ever.  #rejectproject  Reject Raila with all cost for better economy..
Daniel Mutuku,"Ruto has the president's number; shouldn't he be calling him instead, ama Uhunye ameweka dunga?"
Man Utd Rep Kenya,So u need empathy or sympathy
Geoffrey Asikoyo,"Remove bitterness, anger and allow the Spirit of God to manifest in you."
Judith Odero,Eeish crying every week.
Wyclef Gift,Politics is an evolving Process..keep your Eyes Open.Things Can Change Anytime..Nothing is Scribbled On Stone
Wilson Ongoma Chiteri,Why you forgetting easily that those days your enemies were Mudavadi and Wetangula?
Kiani Enoc,Uhuru has one vote why are you stressed
Geoffrey Mugambi,Stand by yourself now
Petts Deon,"Betrayal from mountain is real..I also learned it...pple will take advantage of u,gossip u ukiwa tu hapo unacheka na wao...."
Timothy Okoth Okwenge,Those friends are now standing by him when you are not there
Mwafrika Mzalendo,Like the freedom fighters were shot changed n left to languish in poverty .....
Samson Muema,"There is something that you are not telling us, You also wanted to impeach Him."
Kennedy Odhiambo,"Your speech is predictable, before you open your mouth, your audience know what must come out of your mouth,,, change your politics"
George Nyamao,Friendship is not leadership
Abraham Ibrahim Aimhigher,Worryless Dp  come 9th you will ashame them as they will be zimiaring
Joseph Macharia,Our votes are yours sir
Wilfred Makokha,Ask Yourself WHY ??? You Messed UP !!!! Go Back To The DRAWING BOARD !!!  UNFOCUSED & ABUSIVE
SE BA,Now stay for yourself!!  We understand your Bitterness!   You no longer selling your agenda you busy blasting how president is bad for you.  My friend no sympathy votes at all.  Pigia president simu muongeee wacha kuongea kwa microphone!
Jeff Abuyah,What abt the rest of th kenyans who voted for him? Did they leave him?
Moses Nondo,Your best friend could as well be your best enemy
Joseph Semester,"The bible says clearly"" It doesn't matter how u start but how u finished."""
Peter O. Owiti,"...and we are standing with him now that you not there for him!!😎😎😎 wacha makasiriko, panguza machozi, move on!!!"
Peter Masinde,We've donated to you Mudavadi plus Wetangula for firiiii
Gathecha Wa Warui,It's only Fools who don't change their minds.
Greys Silver,That's the Truth !
Kipkoech Mutai,"Stupid media station, wh ya don't u emulate other media station,, must u always talk about DP??? Very useless"
Samuel Wahindi,"I think you told us Uhuru has only one vote...political devorse is very common in kenya...why does it take you this long kuelewa hii mambo my friend?...you too once stood with baba...today you are nolonger together...Moi got you from college...at his sunset years never wanted to see you near his gate...ama wewe ndiye shida???anyway, i like your ambition...n hapo pa who stood by who...you brought 3m votes...Uhuru brought 5m votes...who stood by who?you got 50% of govt...hapo jamaa yangu...kuna kashida...tusaree hio story...2022 is here"
Henry Gikonga,How much did Uhuru give you ?
Mike Ching,Kwani our luring preacher guy amesahau the existence of forgiveness 😂
Steven Steam,Rao the 5th.Ruto the Thiefth.
Susan Mihiu,I will stand with you to the end
Mark Sumbah Junior,Standing by him also made you DP...so just calm down...boss..mos mos hii kitu si sprinter ni marathon..unepeana kijiti.
Titus Odhiambo,Then you became power hungry and wanted to oust him
Flozzy Flo,Don't blame him ...blame that kimundu kiguruki
Suleiman Runa,Who forced you to support him? So between you Mr Ruto and 8m voters who made Uhuru President? If you had powers and resources to make someone president what made not to go alone 2017?
Michael Onyango,"Reciting poem... Tell us something about laptops, stadias, dams and Weston Land."
Lydia Naburuck,You've become a crybaby#boring.
John Josee,"Wth al da energy u hv,opposition suits u well.cant imagine a president who wil waste 5yrs going round da country 4 2027"
Rogers Crown,I have never seen such an ex who's so bitter than aspring I swear this one anawezaroga mtu for sure🙄 please ukiachwa wachika move on oga Rudi soko ALA 😂
Miriam Bor,My brother has started behaving desperate
Omotureti Mochorwa,"Even Jesus stood by us but we still sinners stop whining bro big boys don’t whine. U just need to know politics is not your mother and learn to wear big man’s shoes and fight, blaming others and insulting others like calling Atwoli a fool is not going to give you the presidency."
Vincent Kombo,"Talk louder ,he needs to hear and listen"
Philip Mogendi,Your greedy and hungry for power betrayed you
Stephen Mbugua,Why didn't you tell Uhuru about the bottom up approach in your first term relationship
Lydiah Ndege,"Ruto loves sympathy, tushakujua"
Cyrus Mwangi,"Anyone who voted for Kenyatta and served with him in govt did so for personal survival, it's the wananchi who voted for him and left for home that stood with him"
Banga Mwangi,The same way the friends(azimio) are standing with him when you are not there for him (HE UHURU KENYATTA)
Anthony Ambaza,"When will you stop complaining,resigh and move on.oh sorry,in Africa you you don't  resigh."
Benja Shujaa,The lesson I have learned is never trust anyone no matter what.
Monra Riska Nhuduh,Raila R-remember  A-azimio I-is   L-loosing A-gain
Melvin Prince Okune,Uhuru dumped you becoz of ur integrity issues just rekebika we will consider u in2042
Edi Waweru,"Hell hath no fury (like a woman scorned)… used to refer to someone, usually a woman, who has reacted very angrily to something, especially the fact that her husband or lover has been unfaithful. She will never see her shortcomings in the relationship. All she does is blame her husband and keep asking why he left. Now! This is it."
Gabriel Kweyu,"Doesn't this guy have Uhuru's number??😂😂😂 My fren,, just call your ex friend and tell him all those ""malilios"".....we wanna hear your bottoms up agenda lol as tedious as it sounds."
Collins Som,Ruto is talking as if he was not the beneficiary in Uhuru's gov't yet he is the deputy president
Daniel Kasana Supeyo,"If Ruto wants to be clean and real gentleman, let him come out and resign simple.... !!,😂😂😂👌"
Jacob Jacob,"One thing I always wonder about is why Ruto can't just accept that Uhuruto was a joint ticket, they're both serving the last year of jubilee government. He's not like the rest of kumira kumira voting brigade who voted faithfully, went back home to wait for the fruits of this government. As a matter of fact they're the people who should complain, Uhuruto owe them more than The perceived debt Uhuru owes Ruto."
John Mosiere,even mudavadi you are hanging with was not with you when uhuru made you deputy. he helped you become deputy president for ten years
Sammy Mwaura,And don't forget mzee moi brought you from rags to riches and betrayed him.Malipo ni hapa hapa
Abraham Rop,Raila Odinga will never be president of Kenya. His journey to Bondo is unstoppable.
Abraham Nyariki,"Raila is used to that,so welcome"
Salim M Juma,Nothing is as bad as doublecrossing a friend who has helped you get what you've today! Can only be compared to an act of Espionage or Treason to one's country.
Cleverton Antonio Giks,"Ruto is like a girlfriend who buys his boyfriend a pair of socks during the birthday and when things go astray, she starts shouting ""I gave you everything"""
Ombuki Ezpon,"And you wanted to impeach him, were you the real friend as you quote"
Samson Onyango,U were paid to be there alaaa Uhuru owes nothing
Sandeerick Paintings,What exactly do you want Mr Ruto? Uhuru owes you nothing. Kenya is bigger than uhuru and Ruto. Kenyans are not toys
Scott Scotch,"I love how people vote to punish the candidates they dislike ,2027 the same song ,same place but different choir members.See you then."
Jümå Rïçhãrd,Standing by someone is not a quaranty that he supports u
Paru Ole Tug,Utapata n as man of God continue standing for him.
Emmanuel Mambo,Move on Mr ...you will waste a lot of time trying to nurse this divorce
Geophry Griffin Owiti,"Anatupigia kelele he only wants sympathy thats all, we dont have it for him anymore"
Captain Dominic Omondi,Deforestation is happening in Sugoi.
Prince Munyiah Jnr,Uhuru will go down in history as the biggest political betrayer in kenya!
Peter Onyango,"Cry it out sir, It helps in healing"
Sharniz Karen,Please my Fifth president dp. Ruto...stop being that ex who refused to move on....just know the end of Any relationship is always beautiful like sunset❤🙌
Joshua Joe Kipamet,You also tried to impeach him
Mukuru O Kimiru,Leave Uhuru alone he only has one vote
Dismas Wa Wanjala,The gentleman will make a good president in future
Davie Rush,Raila made kibaki to be president na baadaye akamuruka and Agwambo is not complaining concentrate with your campaigns bro.
Leonard Songa,So what? Is that enough reason to go around abusing the president every time you open your mouth.
Denno Ironman,"We are tired of your yapping. You have uhuru's number why can't you call him, till when will you cry"
Gideon Muthoka,"Standind by him with a rungu waiting for an opportunity to arise.I'm going to kimorer dam for a swim, perhaps I'll find some water - to drink."
Henry Gikonga,Are you the 8Million people who voted Uhuru? Shame on you!
Tomas Wanjala,'' After everything I've done for you.'''
Douglas Mukoya,Bt u were paid to stand thea n uv bn earning stop crying
Amoke David,"But you later turned lethal against him, the very reason he realised your friendship was fatally fake."
Dunya Riek Ali,"Kenyans need your manifesto tapeli, Uhuru Kenyatta has never been a manifesto"
KE Joseph,"Uhuru Will go home  with shame like Daniel arap Moi., His father"
Obushbebe Jimmy,Better the friends who are genuine not the ones who want to finish you mentally and physically.
Mark Opano,So Ruto doesn't want people to make new friends?
